0.14646135	0.080214284	0.0012087087	-0.059115756	-0.08062397	-0.10046193	0.09127389	0.10571727	-0.050727792	0.015770275	0.021167805	0.06857908	-0.022184806	0.017620279	-0.10865243	0.09367583
0.061294634	0.055115905	-0.05687555	-0.030314762	-0.07723561	-0.00028629703	0.10048132	0.023267861	-0.03518547	-0.017028194	0.0043341084	0.029672256	-0.0053019663	0.053312004	-0.028574808	0.076709665
0.05053917	-0.018669643	0.05870944	0.069037214	-0.004171893	-0.017239938	-0.048222702	0.0022670322	-0.01393273	-0.045477144	-0.084262885	-0.044304635	-0.040874306	-0.00070644845	-0.015449177	0.024596136
0.0653081	0.09909998	-0.028091023	0.05761419	-0.046689697	-0.047199994	0.007586677	0.033974607	0.003111445	0.026207952	-0.02026913	0.038979013	0.0073854653	0.023981903	-0.0012989789	0.02725502
0.08566097	0.14586003	-0.038512286	-0.09366522	0.01273607	-0.10878562	0.09083793	0.07684895	-0.037173077	0.09203207	0.10414942	0.083174124	-0.09373699	0.12886652	-0.064213164	0.003578811
-0.0018871726	0.026206803	0.0069192904	0.09470923	0.047597844	0.02044462	0.03394374	-0.06270725	0.06969769	-0.06790476	-0.038284723	-0.06424768	-0.098080486	-0.07004168	0.03753682	-0.018088007
0.025472937	-0.044907946	0.06878437	0.05223674	-0.023636013	0.049452174	-0.024764262	-0.03538106	0.061480686	-0.00965785	-0.04839355	-0.04649041	-0.034558296	-0.03790866	0.027830943	0.0023460938
0.07773628	0.087584466	0.020487223	-0.035475098	0.035739243	0.0023843325	0.078322075	0.080571614	0.0073906905	-0.013849821	0.04130655	0.07287277	-0.07076246	0.080352046	-0.0038585183	0.05220267
0.14047776	0.110489205	-0.060032353	-0.023333414	-0.020847116	-0.034959484	0.15194854	0.06617861	-0.024477642	0.07423331	0.01816637	0.038635835	-0.04773498	0.088492766	-0.039846957	0.00796583
-0.015760278	0.0031311896	0.042516857	0.07036488	-0.09460467	0.039552126	0.02709323	-0.023045655	-0.01440913	-0.063192725	-0.037450988	-0.014254315	0.027751593	-0.082677506	-0.007704127	0.050003592
